video_id,title,upload_date,views,likes,duration,video_type,video_url
iYlODtkyw_I,"Survive 30 Days Chained To A Stranger, Win $250,000",2026-06-27T16:00:05Z,47319689,1168513,35:05,Video,https://www.youtube.com/watch?v=iYlODtkyw_I
YA_kX8hu1gg,This Plane Takes Off in 12 Seconds,2026-06-26T16:00:01Z,19023793,602581,0:20,Short,https://www.youtube.com/watch?v=YA_kX8hu1gg
