video_id,title,upload_date,views,likes,duration,video_type,video_url
okeB_cF1JrM,Re-NEET 2026 🔥 Lakhon Students Ki Umeed | NEET Motivation | Matrix Sikar #reneet2026 #Shorts,2026-06-13T00:30:15Z,9881,237,0:22,Short,https://www.youtube.com/watch?v=okeB_cF1JrM
h9WTWw4jYAY,Re-NEET 2026 🔥 Pen Paper Aur Ek Sapna | NEET Motivation | Matrix Sikar #reneet2026 #neet2026 #Shorts,2026-06-12T10:30:08Z,9338,251,0:23,Short,https://www.youtube.com/watch?v=h9WTWw4jYAY
M_37J9P_p8k,RE-NEET 2026 — Last 10 Days में Test छोड़ें या नहीं? | Madan Sir | Matrix Sikar #shorts,2026-06-11T00:30:33Z,4663,174,1:31,Video,https://www.youtube.com/watch?v=M_37J9P_p8k
X-mxmhpp7dE,RENEET 2026 के आखिरी 10 दिन में क्या करें? | Madan Sir | Matrix Sikar #reneet2026 #shorts,2026-06-10T11:44:49Z,4803,180,1:12,Video,https://www.youtube.com/watch?v=X-mxmhpp7dE
clAKd16SQw4,"Ready for NEET 2027 Discipline, Tests & Mentorship #FutureDoctor #MedicalAspirant",2026-06-09T12:20:34Z,7184,192,0:25,Short,https://www.youtube.com/watch?v=clAKd16SQw4
sQCUIyvZHhM,ReNEET 2026 LAST 12 DAYS REEL MADAN SIR,2026-06-09T03:23:22Z,5952,226,1:26,Video,https://www.youtube.com/watch?v=sQCUIyvZHhM
Tgt8UViiaXY,"JoSAA 2026 FAQs | Choice Locking, Freeze/Float/Slide, Documents & Seat Allotment Doubts Solved",2026-06-08T14:01:31Z,1411,32,25:02,Video,https://www.youtube.com/watch?v=Tgt8UViiaXY
Qmwn1A9pqc8,JOSAA Counselling Documents Required | JOSAA Counselling Procedure 2026 | JOSAA Registration,2026-06-08T09:40:06Z,689,7,2:48,Video,https://www.youtube.com/watch?v=Qmwn1A9pqc8
D0g7BWb879Y,JoSAA Counselling 2026 | How to Fill the Registration Form and Choice Filling | Matrix Sikar,2026-06-08T08:36:08Z,1056,14,12:18,Video,https://www.youtube.com/watch?v=D0g7BWb879Y
xoj6QU9VvRs,"JoSAA Counselling 2026 Complete Schedule | Important Dates, Registration & Choice Filling | Matrix",2026-06-08T05:02:01Z,1020,22,7:40,Video,https://www.youtube.com/watch?v=xoj6QU9VvRs
Q3V5NPayS6o,JOSAA Counselling Documents Required 2026| JOSAA Counselling Procedure 2026 | JOSAA Registration,2026-06-08T04:20:13Z,8156,79,2:46,Video,https://www.youtube.com/watch?v=Q3V5NPayS6o
RVN1umPYid0,JEE Advanced 2026 Result Journey | 1222 Matrix Students Qualified for IIT Dreams #shorts,2026-06-07T12:30:01Z,8542,184,0:48,Short,https://www.youtube.com/watch?v=RVN1umPYid0
Q8ZBScfqZ2s,JEE Advanced Result Ke Baad Ab Baari Hai NEET Aspirants Ki | Matrix Sikar #MedicalAspirant,2026-06-07T00:30:32Z,10624,215,0:53,Short,https://www.youtube.com/watch?v=Q8ZBScfqZ2s
PnaxQ-WhcZA,"JOSAA Counselling 2026 Complete Process Explained | Freeze, Float & Slide Options Explained",2026-06-06T12:30:31Z,2280,58,14:22,Video,https://www.youtube.com/watch?v=PnaxQ-WhcZA
EXz2hsPbVlE,"JoSAA Counselling 2026 | Step-by-Step Registration & Choice Filling Guide, Complete Overview",2026-06-06T08:43:21Z,27765,530,51:43,Video,https://www.youtube.com/watch?v=EXz2hsPbVlE
n6MueD0XWTo,JEE Advance 2026 Topper Interview | JEE Advance Sikar Topper Sahil AIR 321 | Best JEE Coaching,2026-06-06T03:51:57Z,4772,119,24:15,Video,https://www.youtube.com/watch?v=n6MueD0XWTo
XJ-GPMWrD0Q,Dedicated #josaacounseling Team Guiding Students & Parents | Matrix Sikar #shorts,2026-06-05T07:19:16Z,16439,289,0:29,Short,https://www.youtube.com/watch?v=XJ-GPMWrD0Q
kKVnBpyzp-k,🏆 News Nation 81 Covers Matrix Sikar's Historic JEE Advanced 2026 Result & Celebration,2026-06-05T00:30:05Z,1248,9,1:43,Video,https://www.youtube.com/watch?v=kKVnBpyzp-k
6J6VdoVe_GM,From Classroom to AIR 321 | Sahil's JEE Advanced 2026 Success Story | Matrix Sikar,2026-06-04T12:01:40Z,17585,348,0:27,Short,https://www.youtube.com/watch?v=6J6VdoVe_GM
PDSq81wJ4bU,News Nation 81 Covers Matrix Sikar's Historic JEE Advanced 2026 Result | 9 Students in Top 1000 AIR,2026-06-04T03:27:51Z,1613,26,1:26,Video,https://www.youtube.com/watch?v=PDSq81wJ4bU
BbYILGHrDrQ,JEE Advanced 2026 Result Celebration | 9 Students in AIR Top 1000 | Matrix Sikar Creates History,2026-06-04T01:48:29Z,20065,456,0:38,Short,https://www.youtube.com/watch?v=BbYILGHrDrQ
CWgL_Yz0YDY,JEE Advanced 2026 Results | JEE Advance Sikar Topper | Matrix Sikar Topper | Best JEE Coaching,2026-06-03T01:44:23Z,10600,206,40:45,Video,https://www.youtube.com/watch?v=CWgL_Yz0YDY
nh1LE2XaqrA,JEE Advanced 2026 Result Celebration | 9 Students in AIR Top 1000 | Matrix Sikar Creates History 🏆,2026-06-02T15:54:27Z,33772,670,0:49,Short,https://www.youtube.com/watch?v=nh1LE2XaqrA
